age,balance,marital,job,education,housing,loan,month,day,campaign,duration,deposit
38,593,0,7,0,0,1,2,24,24,1484,0
31,1224,0,3,1,0,1,2,24,2,1441,0
28,2,1,0,0,0,0,2,24,1,454,0
41,720,0,5,0,1,1,2,24,1,651,0
33,990,2,3,1,0,0,2,24,2,1491,0
25,1747,1,11,0,0,0,2,24,1,903,0
45,59,2,0,0,0,0,2,24,8,873,0
31,33,0,5,2,0,0,2,24,2,901,0
28,340,1,2,0,0,0,2,24,2,821,0
49,305,2,1,0,1,0,2,24,2,367,0
25,0,0,2,0,0,0,2,24,9,458,0
28,497,1,6,1,0,0,2,24,6,1602,0
54,1371,0,4,0,1,0,2,25,2,1492,0
28,1628,1,1,1,0,0,2,25,2,1422,0
27,372,1,1,1,0,1,2,25,2,728,0
49,566,1,5,2,0,0,2,25,2,979,0
53,343,0,5,2,0,0,2,25,5,616,0
26,941,1,1,0,1,1,2,25,1,784,0
37,775,0,2,0,1,1,2,25,1,1000,0
34,1759,1,5,0,1,1,2,25,1,695,0
51,1495,0,4,2,1,0,2,25,4,1946,0
39,1444,0,8,0,1,0,2,25,8,362,0
35,470,1,1,1,0,0,2,25,13,743,0
51,1162,0,6,2,0,0,2,25,1,2015,0
30,2,1,3,1,0,1,2,25,8,1031,0
42,1628,1,5,2,0,0,2,25,8,590,0
54,1134,0,3,0,0,0,2,25,3,1330,0
51,0,0,5,2,0,1,2,25,3,946,0
57,63,2,4,2,1,1,2,25,17,1448,0
30,1221,0,3,1,0,0,2,25,4,279,0
37,5024,1,5,0,1,1,2,25,4,661,0
39,10685,0,1,0,0,0,2,25,9,1369,0
35,1629,0,1,1,1,0,2,25,4,653,0
48,268,0,3,0,0,0,2,28,7,458,0
31,0,0,3,1,0,1,2,28,8,664,0
35,5613,0,10,0,0,0,2,28,3,699,0
48,513,0,8,0,1,1,2,28,3,939,0
53,362,0,8,2,1,0,2,28,2,1169,0
27,3933,1,1,0,1,0,2,28,3,837,0
55,3899,0,1,0,0,0,2,28,4,596,0
40,473,0,2,0,0,0,2,28,3,383,0
40,1616,1,10,1,1,0,2,28,7,1009,0
38,1817,2,5,0,0,0,2,28,4,1096,0
54,129,1,4,0,1,1,2,28,2,867,0
54,1938,0,1,0,1,1,2,28,3,551,0
50,133,1,0,0,1,0,2,28,4,890,0
48,2263,2,3,1,1,0,2,29,2,874,0
41,1538,0,2,3,1,0,2,29,2,710,0
51,5,2,5,2,1,0,2,29,2,600,0
42,2625,1,1,1,1,0,2,29,2,2516,0
58,1080,2,4,0,0,0,2,29,2,1058,0
47,312,0,6,0,1,0,2,29,1,884,0
58,145,0,0,0,0,0,2,29,13,616,0
41,-190,0,5,0,1,1,2,29,3,808,0
50,2678,0,0,0,1,0,2,30,6,1011,0
46,271,0,8,0,0,0,2,30,29,1013,0
44,0,0,5,0,1,0,2,30,2,684,0
36,0,0,2,0,1,0,2,30,2,843,0
58,3161,2,3,0,1,0,2,30,2,542,0
44,-4,1,6,2,1,1,2,30,2,788,0
49,-701,2,7,3,0,0,2,30,2,988,0
55,-375,0,3,1,1,0,2,30,2,814,0
52,959,0,6,2,1,0,2,30,2,694,0
60,1091,2,4,0,1,0,2,30,5,441,0
41,-1,0,2,3,1,1,2,30,4,1171,0
36,96,0,3,1,1,0,2,30,4,729,0
41,0,2,5,2,1,0,2,30,2,509,0
50,230,0,7,1,1,0,2,30,4,1089,0
44,-156,0,8,2,1,1,2,30,2,1211,0
54,114,0,1,0,1,0,2,30,3,458,0
35,-468,0,3,1,0,0,2,30,8,540,0
59,679,2,4,0,1,0,2,30,4,761,0
42,206,0,7,3,0,0,2,30,2,695,0
27,1,1,3,1,0,0,2,30,4,764,0
59,2518,2,8,2,1,0,2,30,3,675,0
43,378,0,0,0,1,0,2,30,8,782,0
39,391,1,1,0,1,1,2,30,4,962,0
33,-144,0,6,0,1,0,2,30,3,481,0
36,1240,1,10,1,1,0,2,31,3,812,0
35,1792,2,5,2,0,0,2,31,6,630,0
50,2284,0,5,3,0,0,2,31,17,1088,0
55,264,0,1,0,0,1,2,31,5,1150,0
51,0,2,6,1,1,0,2,31,2,574,0
48,-392,0,7,1,1,0,2,31,4,725,0
55,77,2,8,2,1,0,2,31,6,463,0
30,48,0,2,0,0,0,2,31,13,662,0
53,252,0,5,2,1,0,2,31,4,727,0
40,1954,0,5,0,1,0,2,31,2,1107,0
44,755,0,1,2,1,1,2,31,4,829,0
49,755,2,3,1,1,0,2,31,4,1212,0
40,341,0,0,0,1,0,2,31,5,1142,0
58,1183,0,6,2,1,0,2,31,5,1721,0
49,388,0,2,0,1,0,2,31,4,1032,0
38,1919,0,1,0,1,0,3,4,1,846,0
51,1613,2,8,1,1,0,3,4,1,870,0
36,0,2,3,1,1,0,3,4,1,1165,0
55,0,0,4,0,1,0,3,4,1,1110,0
43,0,0,1,1,1,0,3,4,2,1488,0
60,0,2,3,0,1,0,3,5,3,603,0
57,466,0,4,0,1,0,3,5,2,641,0
41,515,0,1,1,1,0,3,5,2,837,0
50,2313,0,1,1,1,0,3,5,1,553,0
53,-8,0,5,0,1,0,3,5,1,794,0
59,1634,0,4,2,0,1,3,5,1,836,0
59,100,0,8,2,1,0,3,5,1,1134,0
52,5361,0,9,3,1,0,3,5,3,607,0
58,1257,2,3,1,1,0,3,5,1,1536,0
59,3400,0,4,2,0,0,3,5,3,515,0
49,1377,1,1,0,1,0,3,5,1,935,0
33,2885,2,3,1,1,0,3,5,2,1051,0
55,512,0,5,2,1,0,3,5,2,1200,0
42,921,0,1,1,1,0,3,5,3,531,0
52,1000,0,2,0,1,0,3,5,2,766,0
38,202,0,1,1,1,0,3,5,2,1311,0
55,169,0,1,1,1,1,3,5,2,618,0
49,3726,0,1,1,1,0,3,5,2,875,0
56,146,2,1,0,0,0,3,5,3,419,0
46,940,0,1,0,1,0,3,5,2,1227,0
57,734,2,4,1,1,0,3,6,4,1357,0
61,77,0,4,0,1,0,3,6,4,455,0
45,925,0,0,0,1,0,3,6,2,406,0
39,1836,0,3,1,1,0,3,6,3,902,0
46,660,0,0,0,1,0,3,6,2,740,0
43,1304,1,3,1,1,0,3,6,2,501,0
34,2956,0,2,0,1,0,3,6,2,835,0
35,146,2,3,1,1,0,3,6,2,720,0
36,36,2,3,1,1,0,3,6,4,836,0
45,1,2,3,1,1,0,3,6,2,490,0
47,2480,0,1,0,1,0,3,6,2,763,0
42,14282,0,1,1,0,0,3,6,4,649,0
40,0,1,3,1,1,0,3,6,6,641,0
40,311,2,1,0,1,0,3,6,2,738,0
32,560,0,1,0,1,0,3,6,4,1044,0
33,3059,1,1,0,1,1,3,6,2,482,0
32,1423,0,10,1,1,0,3,6,4,1249,0
46,874,0,5,2,1,0,3,6,1,996,0
50,706,0,0,0,0,0,3,6,4,1250,0
51,7098,0,5,2,1,0,3,6,7,1471,0
30,5389,1,3,1,1,0,3,6,3,1456,0
39,1104,1,1,0,1,0,3,7,2,395,0
47,3070,0,0,0,1,0,3,7,4,663,0
40,0,2,1,0,1,0,3,7,2,674,0
50,4108,0,5,2,0,0,3,7,2,526,0
60,0,0,3,1,1,0,3,7,3,401,0
32,4291,1,3,1,1,0,3,7,9,1321,0
57,6822,0,1,1,1,0,3,7,2,797,0
41,231,0,10,1,1,0,3,7,2,352,0
50,3176,0,1,0,1,0,3,7,1,670,0
46,-824,2,1,0,0,0,3,7,3,429,0
31,676,0,3,1,1,0,3,7,1,1182,0
36,651,1,1,0,1,0,3,7,1,876,0
45,2657,2,1,0,1,0,3,7,3,895,0
33,801,2,1,0,1,0,3,7,5,341,0
47,405,0,2,0,1,1,3,8,2,994,0
35,82,0,3,1,1,0,3,8,4,507,0
38,179,0,3,1,1,0,3,8,4,317,0
33,1047,0,3,1,1,0,3,8,4,512,0
44,7138,1,1,0,1,0,3,8,2,809,0
31,165,1,3,1,1,1,3,8,2,523,0
31,37,1,3,1,1,0,3,8,2,669,0
49,823,0,2,0,1,0,3,8,4,780,0
52,1625,0,2,2,1,0,3,8,2,459,0
31,120,0,1,1,1,0,3,8,1,1000,0
35,2957,0,3,1,0,1,3,8,3,733,0
31,2,1,3,1,1,0,3,8,1,848,0
36,1,2,1,0,1,0,3,8,3,1242,0
39,1795,0,3,1,1,0,3,8,7,922,0
46,4,0,3,1,1,0,3,8,4,1206,0
48,476,0,5,2,1,0,3,11,3,856,0
36,9,0,3,1,1,0,3,11,4,386,0
30,131,0,3,1,0,0,3,11,6,384,0
33,1120,1,3,1,1,0,3,11,2,1070,0
57,2785,0,8,2,1,0,3,11,4,610,0
33,0,1,3,1,1,0,3,11,7,699,0
35,43,0,3,1,1,0,3,11,4,917,0
53,0,0,3,1,1,0,3,11,2,608,0
41,456,0,3,0,0,0,3,11,4,734,0
32,2018,1,3,0,1,0,3,11,1,1238,0
41,0,0,3,1,1,0,3,11,5,1242,0
35,354,1,1,0,1,0,3,11,3,444,0
48,719,0,5,2,1,1,3,11,5,418,0
34,828,0,3,1,1,1,3,11,3,1080,0
47,2787,0,5,0,1,0,3,11,1,479,0
46,2551,0,6,0,1,0,3,12,2,645,0
60,2722,0,4,0,1,0,3,12,2,506,0
39,1880,0,3,0,1,0,3,12,2,768,0
57,2112,0,5,2,1,0,3,12,2,1134,0
36,871,2,6,0,1,0,3,12,3,396,0
30,850,0,3,0,1,0,3,12,2,507,0
33,3243,0,1,0,1,0,3,12,4,439,0
30,1567,0,3,1,0,0,3,12,4,1133,0
36,12,1,1,0,1,0,3,12,2,587,0
49,128,0,5,2,1,0,3,12,2,696,0
49,553,0,5,0,1,0,3,12,8,645,0
40,1694,2,6,0,1,0,3,12,6,473,0
49,408,0,5,2,1,0,3,12,4,559,0
38,1223,0,3,1,1,0,3,12,5,1092,0
31,1858,1,3,1,1,0,3,12,3,453,0
34,520,0,3,1,0,0,3,12,4,1307,0
39,271,0,3,1,0,0,3,12,1,1344,0
40,4396,0,3,0,1,0,3,12,3,432,0
47,568,0,1,0,0,0,3,12,1,1613,0
37,3665,1,1,0,1,0,3,12,3,664,0
44,244,1,1,0,0,0,3,12,4,1735,0
55,568,0,3,1,1,0,3,12,10,940,0
40,42,0,1,0,1,0,3,13,2,1842,0
54,309,0,4,2,1,0,3,13,2,969,0
35,-180,0,1,0,1,1,3,13,2,823,0
32,34646,1,1,1,1,0,3,13,9,618,0
36,59,2,3,1,1,0,3,13,2,526,0
37,4436,0,3,1,1,0,3,13,5,846,0
37,-242,1,1,0,0,0,3,13,6,1149,0
50,10052,0,10,0,1,0,3,13,2,665,0
58,0,0,4,1,1,0,3,13,4,641,0
52,152,2,1,0,1,0,3,13,6,404,0
31,156,0,3,1,1,0,3,13,7,657,0
40,66,0,3,1,1,0,3,13,4,737,0
34,9827,1,3,1,0,0,3,13,4,871,0
53,6170,0,2,0,1,0,3,13,4,838,0
43,2383,0,3,1,1,0,3,13,6,379,0
30,635,1,1,1,1,0,3,13,8,851,0
34,16,1,1,0,1,0,3,13,1,990,0
48,362,2,0,0,1,0,3,13,1,529,0
33,191,0,3,1,1,0,3,13,2,1148,0
37,455,1,3,1,0,0,3,13,6,904,0
57,3043,2,1,0,1,0,3,14,2,707,0
55,3334,0,4,2,1,0,3,14,4,632,0
34,8029,0,1,1,0,0,3,14,4,593,0
44,624,0,7,1,1,0,3,14,2,552,0
35,331,1,3,1,1,0,3,14,2,857,0
34,2929,0,8,2,1,0,3,14,2,518,0
49,1314,0,2,0,1,0,3,14,14,834,0
30,289,0,1,0,0,0,3,14,4,1184,0
32,20,1,3,1,1,0,3,14,2,1151,0
56,8163,0,5,2,1,0,3,14,4,1231,0
50,1200,1,3,1,1,0,3,14,3,904,0
32,1732,1,1,0,0,0,3,14,3,1871,0
45,0,1,1,1,1,0,3,18,4,773,0
52,576,0,3,1,1,0,3,18,3,762,0
60,493,0,5,2,1,0,3,18,4,671,0
47,682,0,3,1,1,0,3,18,6,638,0
32,0,1,1,0,1,0,3,18,4,594,0
55,3485,0,5,2,1,0,3,18,4,625,0
36,2944,1,3,1,1,0,3,18,8,882,0
46,1353,0,1,0,1,0,3,18,5,528,0
55,0,2,3,1,1,0,3,18,4,309,0
30,1541,1,3,1,1,0,3,18,8,471,0
54,548,0,5,0,1,0,3,18,7,520,0
31,254,2,3,1,1,0,3,18,8,1576,0
46,4414,1,1,1,1,0,3,18,7,504,0
61,985,0,3,0,1,0,3,18,6,998,0
58,1241,0,4,2,1,0,3,18,2,194,0
38,3278,1,1,0,1,0,3,19,14,645,0
49,412,0,1,0,1,0,3,19,8,1293,0
43,483,1,3,1,1,0,3,19,6,950,0
52,7135,0,3,1,1,0,3,19,3,1032,0
33,61,1,10,1,1,0,3,19,3,836,0
33,1412,0,3,1,0,0,3,19,1,480,0
53,15,0,3,1,1,0,3,20,2,921,0
40,27,1,0,1,1,0,3,20,2,467,0
44,1196,0,10,1,1,0,3,20,5,552,0
42,19,2,1,0,1,0,3,20,4,875,0
33,432,1,3,1,1,0,3,20,6,588,0
53,988,0,1,1,1,0,3,20,5,1408,0
60,1614,0,0,1,1,0,3,20,6,921,0
33,163,1,1,0,0,0,3,20,2,627,0
37,247,0,1,1,1,0,3,20,6,625,0
45,236,0,0,0,1,0,3,20,2,703,0
34,666,1,1,0,1,0,3,21,2,1503,0
56,73,0,1,1,1,0,3,21,4,644,0
57,96,2,1,1,1,0,3,21,4,913,0
32,46,1,3,1,1,0,3,21,6,788,0
50,1501,0,2,0,1,0,3,21,4,946,0
30,-477,1,2,1,1,1,3,21,2,1532,0
56,1694,0,0,0,1,0,3,21,10,793,0
55,196,0,5,0,1,0,3,21,1,81,0
34,462,1,10,1,1,0,3,21,3,1877,0
52,1227,0,3,1,1,0,3,22,4,1123,0
32,522,1,3,1,1,0,3,22,2,576,0
31,94,0,10,1,1,0,3,22,2,579,0
44,267,0,1,0,1,0,3,22,2,520,0
33,4570,0,3,1,1,0,3,22,2,1258,0
53,25,0,5,0,1,0,3,22,2,528,0
46,0,1,3,1,1,0,3,22,2,686,0
46,1920,0,7,1,1,0,3,22,6,604,0
59,1575,0,0,0,0,0,3,22,11,1241,0
51,234,0,6,0,1,0,3,22,1,735,0
57,3518,0,4,2,0,0,3,25,3,626,0
43,136,0,1,0,1,0,3,25,7,363,0
48,830,1,3,1,1,0,3,25,4,961,0
33,2054,0,8,2,1,0,3,25,6,472,0
59,-546,0,5,2,1,0,3,25,6,1152,0
58,5188,0,5,2,0,0,3,25,6,606,0
32,1882,1,3,1,1,0,3,25,5,497,0
44,792,0,3,1,1,0,3,25,7,630,0
47,162,0,5,3,1,0,3,25,3,366,0
34,1035,0,1,0,1,0,3,25,10,1374,0
51,746,0,4,1,1,0,3,25,5,372,0
60,17297,0,9,3,1,0,3,26,11,664,0
46,22,0,0,0,1,0,3,26,6,388,0
41,231,0,1,1,1,0,3,26,2,428,0
34,296,1,10,0,1,0,3,27,13,609,0
31,0,2,1,1,1,0,3,27,6,581,0
37,40,0,3,1,1,0,3,27,4,1033,0
59,2396,0,4,0,1,0,3,27,6,1040,0
55,2944,0,2,3,1,0,3,27,6,672,0
33,7084,1,3,1,1,0,3,27,8,512,0
30,569,0,1,1,1,0,3,27,12,976,0
36,0,0,3,1,1,0,3,27,9,645,0
44,1138,0,3,1,1,0,3,27,3,523,0
36,54,2,1,0,0,0,3,27,3,1642,0
33,2637,1,3,1,1,0,3,28,17,583,0
36,2473,0,1,0,1,0,3,28,4,965,0
53,5603,0,5,2,1,0,3,28,6,2372,0
47,225,2,0,0,1,0,3,28,4,1126,0
39,-17,0,3,1,0,1,3,28,1,908,0
35,3490,1,1,0,0,0,3,29,2,643,0
32,769,1,3,1,1,0,3,29,2,695,0
46,-90,2,1,0,1,1,4,17,1,270,0
30,1785,0,10,1,1,0,4,17,1,235,0
36,-103,1,10,1,0,1,4,17,1,3253,0
47,555,2,0,0,0,1,4,17,1,478,0
52,5303,0,1,0,0,0,4,19,1,133,0
43,1258,0,3,1,1,0,4,20,1,312,0
44,1679,1,1,0,1,0,4,20,1,718,0
30,1664,0,5,0,0,0,4,20,1,2016,0
32,8749,0,0,0,0,1,4,21,1,294,0
42,-247,1,0,0,0,1,4,21,1,519,0
33,3444,0,2,0,0,0,4,21,1,144,0
45,5346,0,0,0,0,1,4,21,1,187,0
45,1144,0,5,0,0,0,4,22,1,676,0
28,2351,1,11,0,1,0,4,22,1,157,0
32,5514,1,1,1,1,0,4,22,1,181,0
28,123,0,10,0,1,1,4,22,1,313,0
44,429,2,0,2,0,0,4,23,1,80,0
51,5254,0,7,1,0,0,4,23,1,134,0
56,589,0,1,0,0,0,4,23,1,518,0
40,568,2,1,1,0,0,4,24,1,112,0
49,10250,0,0,0,0,0,4,24,1,97,0
50,3537,1,3,1,1,0,4,24,1,305,0
58,1947,2,0,0,1,0,4,26,1,228,0
37,1967,0,0,0,1,0,4,27,1,376,0
27,2329,0,7,0,1,0,4,27,1,131,0
47,12026,2,3,1,0,0,4,27,1,251,0
39,1757,0,0,0,1,0,4,28,1,125,0
43,107,0,3,0,0,1,4,28,1,135,0
34,1012,0,1,0,0,1,4,28,1,540,0
35,0,2,3,1,0,0,4,29,1,171,0
58,372,2,3,1,1,1,4,29,1,11,0
35,7506,1,3,1,0,0,4,30,1,248,0
42,314,2,1,0,0,0,4,30,1,234,0
43,860,0,4,0,1,0,4,30,1,132,0
34,0,0,8,0,0,0,4,30,1,154,0
35,3623,1,5,0,1,0,4,30,1,160,0
38,2470,1,0,0,1,0,4,31,1,227,0
39,1307,0,5,0,0,0,4,31,1,158,0
58,3237,2,4,1,1,0,4,31,1,615,0
60,5041,0,3,1,1,0,5,4,1,399,0
56,6619,0,1,0,0,0,5,4,1,465,0
31,1331,0,3,1,1,0,5,5,1,268,0
37,1970,0,2,0,0,0,5,5,1,253,0
59,1026,2,4,0,1,0,5,5,1,669,0
49,249,0,3,0,1,0,5,6,1,234,0
30,12857,1,3,1,0,0,5,6,1,150,0
31,2807,1,1,1,1,0,5,8,1,154,0
40,5060,0,5,0,1,0,5,9,1,299,0
43,2271,0,0,0,1,0,5,10,1,524,0
48,1,0,3,1,1,0,5,10,1,248,0
34,676,0,3,1,1,0,5,11,1,486,0
28,160,1,10,1,1,0,5,11,1,158,0
34,899,0,0,1,0,0,5,12,1,114,0
47,1230,0,5,0,0,0,5,12,1,378,0
59,0,0,8,1,1,0,5,13,1,494,0
32,700,1,5,1,1,0,5,13,1,90,0
31,0,1,7,0,1,0,5,13,1,160,0
27,67,1,11,0,1,0,5,14,1,239,0
35,127,1,6,0,0,0,5,14,1,162,0
32,2089,0,5,0,0,0,5,14,1,132,0
57,3585,0,5,3,1,0,5,14,1,172,0
58,4152,0,3,1,0,0,5,14,1,160,0
30,816,1,1,0,0,0,5,14,1,179,0
37,5447,0,3,0,0,1,5,17,1,1789,0
44,275,2,1,0,1,0,5,17,1,1077,0
57,1540,0,5,0,0,0,5,17,1,564,0
34,751,0,5,0,0,1,5,17,1,1303,0
54,380,1,6,0,1,0,5,17,2,696,0
55,1504,0,4,0,0,1,5,17,1,761,0
59,1783,0,3,1,1,1,5,17,2,540,0
53,2269,0,4,1,1,0,5,17,2,1091,0
37,5115,0,1,0,0,0,5,17,2,1210,0
45,781,0,7,0,1,1,5,17,2,652,0
49,-188,1,1,0,0,1,5,17,1,454,0
31,761,1,5,1,1,0,5,18,2,514,0
31,19,1,0,0,0,0,5,18,1,1978,0
35,4508,0,1,0,0,0,5,18,1,854,0
37,66,2,7,1,1,0,5,18,2,1164,0
48,2266,0,3,1,1,0,5,18,1,676,0
39,4646,1,1,0,0,0,5,18,1,486,0
34,1494,1,3,1,0,0,5,18,1,596,0
49,1050,0,3,1,0,0,5,18,1,924,0
41,0,0,3,1,0,0,5,18,3,897,0
46,0,0,3,0,1,0,5,18,1,1855,0
54,2171,2,3,1,0,1,5,18,1,1034,0
38,3234,0,1,1,1,0,5,18,2,578,0
39,11887,0,7,0,1,0,5,18,2,1181,0
46,0,0,3,1,1,0,5,18,2,716,0
58,5037,2,3,1,0,0,5,18,2,1437,0
32,386,1,10,1,0,0,5,18,1,482,0
30,8781,0,0,0,0,0,5,18,1,898,0
51,538,0,7,2,1,0,5,18,4,1122,0
30,5561,1,3,1,0,0,5,19,1,511,0
35,859,2,3,1,0,1,5,19,1,1554,0
30,0,1,2,2,0,1,5,19,1,686,0
30,-617,1,10,0,1,1,5,19,1,925,0
43,1429,0,3,1,0,0,5,19,1,1015,0
47,4189,0,3,3,0,0,5,19,3,489,0
51,580,0,4,1,1,0,5,19,2,694,0
32,2615,1,2,0,1,0,5,19,1,853,0
53,587,2,6,0,1,0,5,19,1,561,0
33,149,1,1,1,0,0,5,19,2,424,0
40,3,1,5,0,1,0,5,19,1,998,0
42,807,0,5,2,0,0,5,19,1,1057,0
46,3354,2,6,0,0,0,5,19,1,522,0
32,1249,1,10,1,0,0,5,19,1,472,0
38,190,0,5,2,0,0,5,19,1,623,0
32,550,1,1,1,1,0,5,19,1,337,0
30,12737,0,7,0,1,1,5,19,2,589,0
35,0,0,1,0,0,0,5,19,4,644,0
36,1207,0,0,0,0,0,5,19,2,1792,0
43,347,2,10,0,1,0,5,19,3,1468,0
42,3713,0,3,1,1,0,5,19,2,709,0
40,3352,0,3,1,0,0,5,19,2,639,0
32,254,0,5,0,0,0,5,19,3,1720,0
32,4654,0,1,1,0,1,5,20,1,276,0
41,-386,1,5,0,1,1,5,20,1,477,0
34,3043,1,5,0,0,1,5,20,1,670,0
40,1547,1,2,0,0,0,5,20,1,405,0
32,945,1,2,1,1,0,5,20,1,531,0
32,6402,1,1,0,0,0,5,20,1,628,0
36,1295,1,10,0,1,0,5,20,1,1192,0
45,6993,0,1,0,0,0,5,20,1,283,0
47,4420,0,10,0,0,1,5,20,1,454,0
35,141,2,3,1,1,1,5,20,1,728,0
36,11462,0,2,0,0,0,5,20,1,993,0
33,6843,0,1,1,1,0,5,20,1,755,0
30,501,0,5,0,0,1,5,20,1,994,0
32,5806,1,2,0,0,0,5,20,2,1503,0
45,20138,0,7,1,0,0,5,20,5,871,0
47,1315,0,2,0,1,0,5,20,4,329,0
46,0,0,1,1,1,0,5,20,1,531,0
39,7,1,6,1,0,0,5,20,4,931,0
30,3929,0,2,0,0,0,5,20,1,593,0
45,7,0,10,0,1,0,5,20,1,691,0
43,699,0,5,0,0,1,5,20,2,1258,0
53,421,0,5,2,0,0,5,20,1,677,0
43,4333,0,1,1,0,0,5,20,3,1490,0
54,300,2,3,0,0,0,5,20,2,562,0
30,7773,1,5,0,0,0,5,20,1,705,0
30,1794,0,0,0,1,0,5,20,1,1035,0
36,2032,1,3,1,1,1,5,20,1,736,0
33,3401,0,3,1,1,0,5,20,1,253,0
38,1110,0,7,1,0,0,5,20,2,888,0
37,3068,2,1,0,0,1,5,20,2,370,0
32,983,0,2,0,0,0,5,20,2,500,0
59,2396,2,1,0,1,0,5,20,1,488,0
59,6888,0,4,0,1,0,5,20,2,1025,0
46,2087,2,0,0,1,0,5,20,3,768,0
32,121,1,5,2,0,0,5,20,1,758,0
52,3469,1,7,1,0,0,5,20,1,653,0
45,5461,0,5,2,0,0,5,20,2,841,0
52,7119,0,5,0,1,1,5,20,3,871,0
31,-35,0,5,1,1,0,5,20,2,952,0
31,314,0,6,0,0,0,5,20,3,1341,0
39,18508,1,1,0,1,0,5,20,4,1598,0
35,5639,0,5,0,0,0,5,20,2,945,0
33,2918,0,2,0,1,1,5,20,2,1059,0
50,12519,0,5,2,0,0,5,21,3,615,0
36,4069,0,3,1,1,0,5,21,1,517,0
34,4254,1,0,1,0,0,5,21,1,714,0
46,219,2,5,2,0,0,5,21,1,729,0
47,0,0,1,0,1,0,5,21,1,591,0
39,2263,1,0,0,0,1,5,21,9,1158,0
31,2589,1,10,1,1,0,5,21,1,614,0
41,1982,1,3,1,1,0,5,21,1,558,0
59,7049,0,3,1,1,0,5,21,1,530,0
39,1968,2,3,1,1,0,5,21,1,648,0
48,7195,0,8,2,1,0,5,21,2,609,0
50,4117,0,0,0,1,0,5,21,1,530,0
31,3950,1,0,0,0,0,5,21,1,529,0
30,495,1,2,0,0,0,5,21,1,641,0
31,8629,0,3,0,0,0,5,21,1,957,0
30,455,0,1,0,0,0,5,21,1,758,0
34,4536,1,5,0,0,0,5,21,1,963,0
53,1777,0,5,0,0,0,5,21,5,796,0
34,3527,0,5,2,0,0,5,21,1,1022,0
57,372,0,3,1,1,0,5,21,3,553,0
41,92,1,2,0,1,0,5,21,1,372,0
40,72,0,0,2,0,1,5,21,1,849,0
37,1533,2,0,0,0,0,5,21,4,555,0
31,4148,0,3,1,0,0,5,21,3,316,0
58,96,0,3,1,1,0,5,21,1,850,0
39,2245,0,6,0,1,0,5,21,2,749,0
47,834,0,1,0,1,1,5,21,1,902,0
44,4119,0,3,1,0,1,5,21,1,1074,0
45,-525,0,1,1,1,1,5,21,2,980,0
41,39,0,7,2,0,0,5,21,2,549,0
33,0,1,1,1,0,0,5,21,1,654,0
30,2766,1,11,1,1,0,5,21,1,834,0
30,3300,1,11,1,1,0,5,21,1,1571,0
42,36,0,3,1,1,0,5,21,3,664,0
49,22520,0,3,1,1,0,5,21,9,579,0
59,7724,1,6,2,1,0,5,21,3,373,0
31,111,0,9,0,1,0,5,21,2,504,0
43,2640,0,3,1,1,0,5,21,4,314,0
38,3436,0,3,1,1,0,5,21,4,663,0
30,0,0,2,0,0,0,5,21,4,681,0
35,3636,2,0,0,1,1,5,21,2,808,0
43,3288,0,1,0,0,0,5,21,3,775,0
34,2633,1,3,1,0,0,5,21,6,705,0
52,580,0,5,0,1,0,5,21,2,965,0
46,149,0,3,0,1,0,5,21,2,1222,0
46,4329,2,2,0,1,0,5,21,2,534,0
37,1097,1,0,0,0,0,5,21,2,1555,0
42,1275,0,3,1,0,1,5,21,5,925,0
23,1003,1,6,2,1,0,5,27,1,8,0
53,1004,2,3,0,1,1,6,22,1,119,0
26,814,1,6,1,1,0,7,28,1,1387,0
49,808,0,1,0,0,0,7,28,1,1232,0
34,859,1,9,0,1,0,7,28,1,829,0
28,4465,1,9,0,1,0,7,28,1,769,0
46,0,2,1,1,1,0,7,28,2,1199,0
26,622,1,6,0,1,0,7,28,2,1451,0
31,1709,1,2,0,1,1,7,28,3,944,0
51,394,1,0,1,1,0,7,28,2,968,0
47,1125,0,5,0,0,0,7,29,1,1101,0
53,-462,0,5,2,1,0,7,29,1,470,0
29,550,1,6,2,1,0,7,29,1,801,0
32,540,1,1,0,1,1,7,29,1,750,0
26,941,1,5,2,1,0,7,29,1,1165,0
40,1361,1,3,1,1,0,7,29,1,1473,0
33,-452,1,2,1,1,0,7,29,2,692,0
49,518,0,6,2,1,0,7,29,2,1917,0
60,-71,0,1,1,0,1,7,30,1,1451,0
41,3234,1,3,0,0,0,7,30,1,2770,0
36,98,1,1,0,1,0,7,30,1,771,0
29,196,1,2,3,1,0,7,30,2,726,0
42,936,2,0,0,1,0,7,30,1,931,0
33,300,1,7,1,0,1,7,30,5,922,0
31,217,2,0,0,0,0,7,30,2,1776,0
31,163,1,6,2,1,0,7,30,2,707,0
26,110,1,2,0,1,0,7,30,2,1136,0
40,1646,1,1,1,0,0,8,2,1,215,0
45,2040,0,6,0,1,0,8,2,1,803,0
55,-308,0,1,0,1,0,8,2,1,781,0
29,2325,1,1,1,1,0,8,2,1,125,0
47,86,1,3,1,1,0,8,2,1,1086,0
50,1088,2,6,3,1,0,8,2,1,749,0
44,0,0,6,0,0,0,8,2,1,699,0
56,0,0,6,0,1,0,8,2,1,492,0
39,2103,1,11,1,1,0,8,2,1,588,0
59,2,1,4,0,1,0,8,2,1,935,0
43,51,2,3,0,1,0,8,2,1,430,0
36,96,0,0,0,1,0,8,2,1,302,0
29,1027,1,0,0,0,0,8,2,1,177,0
